Date,Confirmed,Deaths,Recovered,Active,NewConfirmed,NewDeaths,NewRecovered
2022-12-21,655209461,6673938,0,0,540737.0,1537.0,0.0
2022-12-22,655967471,6676603,0,0,664358.0,2087.0,0.0
2022-12-23,656608923,6679286,0,0,602638.0,2479.0,0.0
2022-12-24,656953302,6680275,0,0,337928.0,968.0,0.0
2022-12-25,657139596,6681140,0,0,183104.0,850.0,0.0
2022-12-26,657659001,6682247,0,0,507076.0,1078.0,0.0
2022-12-27,658313156,6684351,0,0,544228.0,1749.0,0.0
2022-12-28,658950288,6687147,0,0,525394.0,1816.0,0.0
2022-12-29,659621460,6690067,0,0,568657.0,2021.0,0.0
2022-12-30,660199644,6692483,0,0,544202.0,2206.0,0.0
2022-12-31,660463707,6693376,0,0,256236.0,867.0,0.0
2023-01-01,660778302,6694422,0,0,310337.0,1031.0,0.0
2023-01-02,661198023,6695785,0,0,411475.0,1341.0,0.0
2023-01-03,661684301,6698027,0,0,374698.0,1838.0,0.0
2023-01-04,662254753,6700950,0,0,374908.0,1667.0,0.0
2023-01-05,662966624,6704615,0,0,607373.0,2846.0,0.0
2023-01-06,663685478,6707753,0,0,654293.0,2686.0,0.0
2023-01-07,664042523,6708704,0,0,351309.0,926.0,0.0
2023-01-08,664369973,6709763,0,0,321791.0,1042.0,0.0
2023-01-09,664718965,6711923,0,0,306280.0,1862.0,0.0
2023-01-10,665113906,6714283,0,0,312666.0,1479.0,0.0
2023-01-11,665620455,6717559,0,0,368509.0,1471.0,0.0
2023-01-12,666097568,6721001,0,0,414466.0,2748.0,0.0
2023-01-13,666533412,6723982,0,0,403195.0,2609.0,0.0
2023-01-14,666754764,6724996,0,0,216199.0,963.0,0.0
2023-01-15,666951628,6785899,0,0,193575.0,60886.0,0.0
2023-01-16,667166246,6787222,0,0,207202.0,1280.0,0.0
2023-01-17,667518339,6789241,0,0,271389.0,1280.0,0.0
2023-01-18,667896057,6792402,0,0,250395.0,1609.0,0.0
2023-01-19,668220555,6796014,0,0,235670.0,2315.0,0.0
2023-01-20,668562275,6799461,0,0,304655.0,3008.0,0.0
2023-01-21,668715679,6812955,0,0,148350.0,13470.0,0.0
2023-01-22,668830106,6813635,0,0,111165.0,667.0,0.0
2023-01-23,669001160,6815190,0,0,140275.0,1242.0,0.0
2023-01-24,669272980,6817238,0,0,216708.0,1257.0,0.0
2023-01-25,669567200,6819541,0,0,193182.0,954.0,0.0
2023-01-26,669848949,6822662,0,0,218866.0,2260.0,0.0
2023-01-27,670086873,6824466,0,0,221721.0,1708.0,0.0
2023-01-28,670220236,6831521,0,0,128826.0,7040.0,0.0
2023-01-29,670344083,6832258,0,0,120392.0,723.0,0.0
2023-01-30,670503961,6833470,0,0,131024.0,985.0,0.0
2023-01-31,670734619,6835340,0,0,175626.0,1102.0,0.0
2023-02-01,671032433,6838029,0,0,182414.0,1392.0,0.0
2023-02-02,671291518,6840773,0,0,179085.0,1604.0,0.0
2023-02-03,671529719,6843099,0,0,199915.0,1812.0,0.0
2023-02-04,671632496,6847048,0,0,98663.0,3932.0,0.0
2023-02-05,671721722,6847648,0,0,86290.0,598.0,0.0
2023-02-06,671867898,6848669,0,0,121854.0,830.0,0.0
2023-02-07,672065799,6849944,0,0,152831.0,811.0,0.0
2023-02-08,672296053,6851944,0,0,147716.0,949.0,0.0
2023-02-09,672555088,6854282,0,0,178540.0,1394.0,0.0
2023-02-10,672696324,6855415,0,0,129385.0,1029.0,0.0
2023-02-11,672828531,6856048,0,0,127875.0,597.0,0.0
2023-02-12,672906177,6856421,0,0,74309.0,365.0,0.0
2023-02-13,673044131,6857219,0,0,115004.0,629.0,0.0
2023-02-14,673237731,6858413,0,0,145974.0,752.0,0.0
2023-02-15,673477639,6859935,0,0,151991.0,948.0,0.0
2023-02-16,673685532,6862021,0,0,148691.0,1002.0,0.0
2023-02-17,673878833,6863875,0,0,145615.0,1135.0,0.0
2023-02-18,673969796,6864250,0,0,88277.0,358.0,0.0
2023-02-19,674056229,6864713,0,0,84987.0,462.0,0.0
2023-02-20,674143589,6865289,0,0,85404.0,504.0,0.0
2023-02-21,674323721,6866090,0,0,120054.0,452.0,0.0
2023-02-22,674569824,6867911,0,0,136785.0,971.0,0.0
2023-02-23,674790916,6869819,0,0,165807.0,1288.0,0.0
2023-02-24,674933342,6870808,0,0,129821.0,942.0,0.0
2023-02-25,674978793,6871026,0,0,42739.0,204.0,0.0
2023-02-26,675044414,6871270,0,0,64031.0,243.0,0.0
2023-02-27,675171439,6871810,0,0,110150.0,548.0,0.0
2023-02-28,675322238,6872684,0,0,107675.0,546.0,0.0
2023-03-01,675542852,6874465,0,0,131258.0,827.0,0.0
2023-03-02,675731911,6876033,0,0,134103.0,824.0,0.0
2023-03-03,675914580,6877327,0,0,124058.0,789.0,0.0
2023-03-04,675968775,6877603,0,0,52066.0,269.0,0.0
2023-03-05,676024901,6877751,0,0,59891.0,185.0,0.0
2023-03-06,676082941,6878117,0,0,49648.0,319.0,0.0
2023-03-07,676213378,6879040,0,0,95490.0,596.0,0.0
2023-03-08,676392824,6880485,0,0,115326.0,727.0,0.0
2023-03-09,676570149,6881804,0,0,131393.0,750.0,0.0
