Date,Confirmed,Deaths,Recovered,Active,NewConfirmed,NewDeaths,NewRecovered
2021-10-26,245199158,4993306,0,0,359498.0,6183.0,0.0
2021-10-27,245713525,5002441,0,0,414114.0,7117.0,0.0
2021-10-28,246196870,5011378,0,0,410343.0,7100.0,0.0
2021-10-29,246689759,5019199,0,1,400231.0,6114.0,0.0
2021-10-30,247064670,5025203,0,1,339049.0,5606.0,0.0
2021-10-31,247411735,5029839,0,1,313449.0,4378.0,0.0
2021-11-01,247861908,5036323,0,0,347020.0,5274.0,0.0
2021-11-02,248275268,5043397,0,0,340549.0,5777.0,0.0
2021-11-03,248799505,5051857,0,0,439357.0,6510.0,0.0
2021-11-04,249316785,5059426,0,0,438006.0,6390.0,0.0
2021-11-05,249839807,5068006,0,0,427734.0,6481.0,0.0
2021-11-06,250246441,5074652,0,0,369897.0,6142.0,0.0
2021-11-07,250583965,5079270,0,0,298957.0,4383.0,0.0
2021-11-08,251111371,5086080,0,0,422650.0,5634.0,0.0
2021-11-09,251581031,5094081,0,0,391171.0,6585.0,0.0
2021-11-10,252151800,5102342,0,0,477728.0,6600.0,0.0
2021-11-11,252672961,5110018,0,0,464200.0,6780.0,0.0
2021-11-12,253275338,5119014,0,0,461147.0,6576.0,0.0
2021-11-13,253673746,5125305,0,0,352840.0,5700.0,0.0
2021-11-14,254010449,5130033,0,0,303206.0,4501.0,0.0
2021-11-15,254613923,5137149,0,0,475651.0,5853.0,0.0
2021-11-16,255120957,5144761,0,0,420758.0,6326.0,0.0
2021-11-17,255736329,5153913,0,0,505631.0,7522.0,0.0
2021-11-18,256359681,5162202,0,0,517184.0,6979.0,0.0
2021-11-19,256973594,5170175,0,0,489994.0,6230.0,0.0
2021-11-20,257415231,5176203,0,0,393815.0,5560.0,0.0
2021-11-21,257788269,5180842,0,0,332074.0,4394.0,0.0
2021-11-22,258495517,5188293,0,0,569971.0,6226.0,0.0
2021-11-23,259088523,5196302,0,0,502942.0,6685.0,0.0
2021-11-24,259751045,5204871,0,0,553456.0,6900.0,0.0
2021-11-25,260347337,5212728,0,0,559921.0,7378.0,0.0
2021-11-26,260958733,5219623,0,0,558518.0,6515.0,0.0
2021-11-27,261378062,5225488,0,0,391274.0,5529.0,0.0
2021-11-28,261762480,5230390,0,0,339718.0,4628.0,0.0
2021-11-29,262509073,5238314,0,0,565089.0,6040.0,0.0
2021-11-30,263114633,5246337,0,0,489654.0,6425.0,0.0
2021-12-01,263814855,5255577,0,0,566369.0,7270.0,0.0
2021-12-02,264522534,5265738,0,0,572705.0,6254.0,0.0
2021-12-03,265249971,5274329,0,0,572554.0,7000.0,0.0
2021-12-04,265722990,5279846,0,0,406344.0,4829.0,0.0
2021-12-05,266140236,5287266,0,0,361347.0,7008.0,0.0
2021-12-06,266850978,5294725,0,0,542281.0,6054.0,0.0
2021-12-07,267491714,5302447,0,0,528371.0,6244.0,0.0
2021-12-08,268201408,5310744,0,0,563387.0,6495.0,0.0
2021-12-09,268900643,5319310,0,0,579097.0,7040.0,0.0
2021-12-10,269593617,5327326,0,0,538782.0,6296.0,0.0
2021-12-11,270061619,5333161,0,0,411482.0,5222.0,0.0
2021-12-12,270486378,5337755,0,0,372360.0,4229.0,0.0
2021-12-13,271185997,5344687,0,0,520516.0,5565.0,0.0
2021-12-14,271822960,5352418,0,0,526572.0,6257.0,0.0
2021-12-15,272560506,5361442,0,0,594990.0,6823.0,0.0
2021-12-16,273305550,5368788,0,0,606541.0,6119.0,0.0
2021-12-17,274073815,5376088,0,0,579587.0,5468.0,0.0
2021-12-18,274604958,5381759,0,0,450504.0,5001.0,0.0
2021-12-19,275074366,5386104,0,0,379284.0,4030.0,0.0
2021-12-20,275885543,5393381,0,0,574412.0,5762.0,0.0
2021-12-21,276659484,5400938,0,0,599191.0,5696.0,0.0
2021-12-22,277573404,5411308,0,0,672627.0,6243.0,0.0
2021-12-23,278585278,5418564,0,0,742909.0,5873.0,0.0
2021-12-24,279423150,5424259,0,0,592251.0,5023.0,0.0
2021-12-25,280112932,5428571,0,0,602749.0,4076.0,0.0
2021-12-26,280685160,5432403,0,0,389425.0,3465.0,0.0
2021-12-27,282026709,5439373,0,0,850066.0,5153.0,0.0
2021-12-28,283374173,5447047,0,0,980222.0,5422.0,0.0
2021-12-29,285080398,5454988,0,0,1203748.0,5640.0,0.0
2021-12-30,287029431,5462406,0,0,1360176.0,5959.0,0.0
2021-12-31,288729093,5468765,0,0,1193463.0,5640.0,0.0
2022-01-01,289920781,5473028,0,0,1001623.0,3868.0,0.0
2022-01-02,290851943,5476424,0,0,636973.0,2942.0,0.0
2022-01-03,293190148,5482237,0,0,1316846.0,3956.0,0.0
2022-01-04,295800585,5490918,0,0,1792600.0,6406.0,0.0
2022-01-05,298387501,5498688,0,0,1924646.0,5591.0,0.0
2022-01-06,301049259,5506299,0,0,1827263.0,5560.0,0.0
2022-01-07,304006193,5513549,0,0,2089689.0,4860.0,0.0
2022-01-08,306133783,5518756,0,0,1724358.0,4350.0,0.0
2022-01-09,308140437,5522815,0,0,1515934.0,3444.0,0.0
2022-01-10,311396631,5529725,0,0,1929006.0,4890.0,0.0
2022-01-11,314429144,5538826,0,0,2256122.0,6636.0,0.0
2022-01-12,317879308,5547854,0,0,2610799.0,6250.0,0.0
2022-01-13,321062013,5556086,0,0,2331339.0,5699.0,0.0
2022-01-14,324381211,5564055,0,0,2455436.0,5222.0,0.0
2022-01-15,326800850,5570184,0,0,2006872.0,5135.0,0.0
2022-01-16,328960458,5574697,0,0,1677870.0,3752.0,0.0
2022-01-17,331789018,5581207,0,0,2174691.0,5473.0,0.0
2022-01-18,335520835,5590306,0,0,2627245.0,6403.0,0.0
2022-01-19,339608217,5600243,0,0,3193859.0,6511.0,0.0
2022-01-20,343325673,5609883,0,0,2997448.0,6744.0,0.0
2022-01-21,347145075,5619841,0,0,3026997.0,6635.0,0.0
2022-01-22,349770904,5625866,0,0,2319640.0,5018.0,0.0
2022-01-23,352148415,5631036,0,0,2009240.0,4437.0,0.0
2022-01-24,355801212,5639947,0,0,2763096.0,6774.0,0.0
2022-01-25,359459080,5650429,0,0,3172246.0,7374.0,0.0
2022-01-26,363246968,5661141,0,0,3128246.0,6915.0,0.0
2022-01-27,366907405,5671445,0,0,3165135.0,7733.0,0.0
2022-01-28,370615797,5683789,0,0,3107678.0,8314.0,0.0
2022-01-29,373137872,5691683,0,0,2341968.0,6694.0,0.0
2022-01-30,375270706,5697235,0,0,1933479.0,5066.0,0.0
2022-01-31,379153389,5707658,0,0,3357987.0,7855.0,0.0
2022-02-01,382324723,5720335,0,0,2851921.0,9404.0,0.0
2022-02-02,385495586,5732251,0,0,2850679.0,8353.0,0.0
2022-02-03,388703430,5743894,0,0,2938899.0,9209.0,0.0
2022-02-04,391684364,5757065,0,0,2632655.0,9099.0,0.0
2022-02-05,393727217,5765282,0,0,1956005.0,7301.0,0.0
2022-02-06,395494387,5771260,0,0,1683417.0,5511.0,0.0
2022-02-07,398174098,5782361,0,0,2343731.0,8283.0,0.0
2022-02-08,401087425,5795155,0,0,2702660.0,9836.0,0.0
2022-02-09,403525125,5808282,0,0,2255144.0,9840.0,0.0
2022-02-10,406341477,5820164,0,0,2648346.0,8657.0,0.0
2022-02-11,408773020,5832150,0,0,2228023.0,9311.0,0.0
2022-02-12,410500013,5840800,0,0,1675427.0,7832.0,0.0
2022-02-13,411897471,5846074,0,0,1339263.0,4692.0,0.0
2022-02-14,413957138,5857303,0,0,1895872.0,8091.0,0.0
2022-02-15,415821195,5867949,0,0,1757376.0,8092.0,0.0
2022-02-16,418074328,5881062,0,0,2142049.0,9987.0,0.0
2022-02-17,420139432,5893269,0,0,1967256.0,9306.0,0.0
2022-02-18,422132158,5903907,0,0,1851821.0,8412.0,0.0
2022-02-19,423602100,5912265,0,0,1438705.0,7684.0,0.0
2022-02-20,424784118,5917645,0,0,1160271.0,4939.0,0.0
2022-02-21,426502934,5925193,0,0,1640168.0,6652.0,0.0
2022-02-22,428221892,5935244,0,0,1632822.0,7688.0,0.0
2022-02-23,430143381,5947231,0,0,1839706.0,8955.0,0.0
2022-02-24,431929586,5958042,0,0,1721244.0,7899.0,0.0
2022-02-25,433574158,5967110,0,0,1572315.0,7018.0,0.0
2022-02-26,434846163,5973652,0,0,1225083.0,5783.0,0.0
2022-02-27,435884911,5978352,0,0,1020368.0,4475.0,0.0
2022-02-28,437502892,5986019,0,0,1522924.0,5560.0,0.0
2022-03-01,439111439,5994490,0,0,1563373.0,6750.0,0.0
2022-03-02,440777411,6002671,0,0,1614631.0,6122.0,0.0
2022-03-03,442546951,6010843,0,0,1722840.0,6463.0,0.0
2022-03-04,444307736,6019561,0,0,1703381.0,7007.0,0.0
2022-03-05,445597010,6025203,0,0,1274252.0,5335.0,0.0
2022-03-06,446695470,6029430,0,0,1086010.0,4014.0,0.0
2022-03-07,448440380,6037274,0,0,1692068.0,6189.0,0.0
2022-03-08,450069952,6044160,0,0,1601286.0,5506.0,0.0
2022-03-09,452060132,6052355,0,0,1954237.0,6210.0,0.0
2022-03-10,453903842,6059879,0,0,1798744.0,5783.0,0.0
2022-03-11,455776442,6066088,0,0,1824850.0,4583.0,0.0
2022-03-12,457337149,6070821,0,0,1550326.0,4458.0,0.0
2022-03-13,458455759,6074375,0,0,1107358.0,3360.0,0.0
2022-03-14,460453669,6079974,0,0,1964351.0,4322.0,0.0
2022-03-15,462263071,6085590,0,0,1786381.0,4551.0,0.0
2022-03-16,464501932,6092478,0,0,2188618.0,5067.0,0.0
2022-03-17,466579836,6099559,0,0,2026657.0,5608.0,0.0
2022-03-18,468471363,6105320,0,0,1860802.0,4726.0,0.0
2022-03-19,469950742,6109174,0,0,1468319.0,3572.0,0.0
2022-03-20,470911570,6112501,0,0,949238.0,3241.0,0.0
2022-03-21,472791455,6128633,0,0,1840030.0,15093.0,0.0
2022-03-22,474768678,6133708,0,0,1956563.0,4324.0,0.0
2022-03-23,476572580,6139692,0,0,1764918.0,4370.0,0.0
2022-03-24,478356781,6144962,0,0,1743108.0,4414.0,0.0
2022-03-25,480116352,6154137,0,0,1715684.0,8347.0,0.0
2022-03-26,481240761,6156955,0,0,1114776.0,2672.0,0.0
2022-03-27,482091522,6159590,0,0,838774.0,2574.0,0.0
2022-03-28,483935819,6163871,0,0,1808096.0,3270.0,0.0
2022-03-29,485687641,6168319,0,0,1729237.0,3714.0,0.0
2022-03-30,487285316,6173223,0,0,1560159.0,3777.0,0.0
2022-03-31,488810935,6177715,0,0,1481739.0,3988.0,0.0
2022-04-01,490229957,6182592,0,0,1388676.0,4076.0,0.0
2022-04-02,491102618,6185165,0,0,860671.0,2416.0,0.0
2022-04-03,491795763,6187058,0,0,688141.0,1834.0,0.0
2022-04-04,493029113,6190435,0,0,1196509.0,2802.0,0.0
2022-04-05,494394510,6194603,0,0,1340938.0,3675.0,0.0
2022-04-06,495614481,6198922,0,0,1181361.0,3224.0,0.0
2022-04-07,496892829,6203243,0,0,1229423.0,3479.0,0.0
2022-04-08,498067226,6207171,0,0,1101045.0,3293.0,0.0
2022-04-09,498809481,6209515,0,0,729303.0,2175.0,0.0
2022-04-10,499371094,6211287,0,0,551846.0,1742.0,0.0
2022-04-11,500395073,6214140,0,0,986803.0,2534.0,0.0
2022-04-12,501477006,6217418,0,0,1048172.0,2708.0,0.0
2022-04-13,502312899,6220834,0,0,780883.0,2489.0,0.0
2022-04-14,503514635,6225045,0,0,1154474.0,3488.0,0.0
2022-04-15,504173620,6227519,0,0,625767.0,2043.0,0.0
2022-04-16,504728078,6229128,0,0,541759.0,1555.0,0.0
2022-04-17,505135840,6230664,0,0,399928.0,1525.0,0.0
2022-04-18,505593101,6232227,0,0,398167.0,1328.0,0.0
2022-04-19,506611223,6235246,0,0,980547.0,2573.0,0.0
2022-04-20,507572939,6239404,0,0,895926.0,3292.0,0.0
2022-04-21,508494638,6242493,0,0,862125.0,2679.0,0.0
2022-04-22,509326146,6245258,0,0,743837.0,2266.0,0.0
2022-04-23,509804921,6246860,0,0,458804.0,1536.0,0.0
2022-04-24,510170274,6248026,0,0,351470.0,1134.0,0.0
2022-04-25,510807280,6250163,0,0,569642.0,1876.0,0.0
2022-04-26,511586225,6254443,0,0,734756.0,3964.0,0.0
2022-04-27,512270618,6257570,0,0,596718.0,2362.0,0.0
2022-04-28,513029893,6260569,0,0,683363.0,2581.0,0.0
2022-04-29,513674337,6263108,0,0,584255.0,2135.0,0.0
2022-04-30,514028077,6264610,0,0,328979.0,1372.0,0.0
2022-05-01,514337498,6265774,0,0,292191.0,1141.0,0.0
2022-05-02,514784928,6267515,0,0,355044.0,1450.0,0.0
2022-05-03,515456985,6269710,0,0,623380.0,1758.0,0.0
2022-05-04,516084481,6273431,0,0,517096.0,1808.0,0.0
2022-05-05,516684115,6275671,0,0,512505.0,1945.0,0.0
2022-05-06,517315002,6277804,0,0,503108.0,1785.0,0.0
2022-05-07,517654335,6278958,0,0,310592.0,942.0,0.0
2022-05-08,517933188,6279799,0,0,272278.0,811.0,0.0
2022-05-09,518623616,6281685,0,0,562735.0,1647.0,0.0
2022-05-10,519264878,6283684,0,0,572620.0,1681.0,0.0
2022-05-11,519959589,6285910,0,0,536442.0,1560.0,0.0
2022-05-12,520612234,6287904,0,0,550123.0,1684.0,0.0
2022-05-13,521185195,6289786,0,0,487949.0,1687.0,0.0
2022-05-14,521623921,6290750,0,0,420919.0,898.0,0.0
2022-05-15,521997573,6291529,0,0,340719.0,742.0,0.0
2022-05-16,522588003,6293107,0,0,415873.0,1340.0,0.0
2022-05-17,523196369,6294960,0,0,525069.0,1469.0,0.0
2022-05-18,523956981,6297321,0,0,560272.0,1425.0,0.0
2022-05-19,524553049,6299054,0,0,462317.0,1381.0,0.0
2022-05-20,525179161,6301052,0,0,479263.0,1602.0,0.0
2022-05-21,525546324,6302145,0,0,339599.0,997.0,0.0
2022-05-22,527344681,6307708,0,0,1401078.0,4003.0,0.0
2022-05-23,526355286,6304317,0,0,-752553.0,-2116.0,0.0
2022-05-24,526949880,6305969,0,0,512381.0,1315.0,0.0
2022-05-25,527582339,6308542,0,0,436877.0,1563.0,0.0
2022-05-26,528096575,6310016,0,0,369443.0,1075.0,0.0
2022-05-27,528666230,6311990,0,0,463287.0,1458.0,0.0
2022-05-28,528995258,6312827,0,0,315113.0,790.0,0.0
2022-05-29,529271953,6313446,0,0,269664.0,600.0,0.0
2022-05-30,529616304,6314555,0,0,282113.0,1066.0,0.0
2022-05-31,530241648,6316078,0,0,459961.0,1164.0,0.0
2022-06-01,530940055,6318088,0,0,474055.0,1364.0,0.0
2022-06-02,531470795,6319776,0,0,410055.0,1357.0,0.0
2022-06-03,532014349,6321307,0,0,387674.0,1161.0,0.0
2022-06-04,532267430,6321998,0,0,225389.0,508.0,0.0
2022-06-05,532530418,6322811,0,0,246717.0,779.0,0.0
2022-06-06,532965325,6323776,0,0,276653.0,693.0,0.0
2022-06-07,533576987,6325790,0,0,527238.0,1557.0,0.0
2022-06-08,534283567,6328360,0,0,511080.0,1403.0,0.0
2022-06-09,534848612,6329916,0,0,434725.0,1240.0,0.0
2022-06-10,535405375,6331614,0,0,452059.0,1343.0,0.0
2022-06-11,535689166,6332535,0,0,248792.0,805.0,0.0
2022-06-12,535887414,6333112,0,0,180487.0,547.0,0.0
2022-06-13,536415230,6334800,0,0,377704.0,1420.0,0.0
2022-06-14,537272283,6336637,0,0,768574.0,1466.0,0.0
2022-06-15,537994376,6338632,0,0,539066.0,1311.0,0.0
2022-06-16,538577219,6340495,0,0,454842.0,1418.0,0.0
2022-06-17,539110232,6341754,0,0,395486.0,949.0,0.0
2022-06-18,539338822,6342399,0,0,210932.0,602.0,0.0
2022-06-19,539607323,6343079,0,0,250447.0,627.0,0.0
2022-06-20,540362527,6344601,0,0,659743.0,1452.0,0.0
2022-06-21,541178590,6346333,0,0,706819.0,1259.0,0.0
2022-06-22,541984409,6348361,0,0,623119.0,1199.0,0.0
2022-06-23,542768040,6350175,0,0,646624.0,1426.0,0.0
2022-06-24,543545373,6351947,0,0,661412.0,1342.0,0.0
2022-06-25,543862296,6352746,0,0,276555.0,634.0,0.0
2022-06-26,544149061,6353409,0,0,264399.0,642.0,0.0
2022-06-27,545021446,6354880,0,0,713872.0,1178.0,0.0
2022-06-28,545963401,6356812,0,0,845759.0,1359.0,0.0
2022-06-29,546896216,6358638,0,0,745373.0,1126.0,0.0
2022-06-30,547974399,6360029,0,0,912948.0,1654.0,0.0
2022-07-01,548925573,6361895,0,0,796128.0,1379.0,0.0
2022-07-02,549285010,6362729,0,0,339057.0,778.0,0.0
2022-07-03,549643494,6363464,0,0,349870.0,727.0,0.0
2022-07-04,550495584,6364616,0,0,775934.0,1073.0,0.0
2022-07-05,551700875,6366826,0,0,1065502.0,1750.0,0.0
2022-07-06,552926194,6369162,0,0,1027909.0,1603.0,0.0
2022-07-07,553979317,6371868,0,0,916465.0,1620.0,0.0
2022-07-08,554985965,6374157,0,0,870812.0,1819.0,0.0
2022-07-09,555489805,6375199,0,0,474727.0,943.0,0.0
2022-07-10,555912673,6376044,0,0,398250.0,813.0,0.0
2022-07-11,556965950,6377827,0,0,854046.0,1335.0,0.0
2022-07-12,558188973,6380287,0,0,1076717.0,1885.0,0.0
2022-07-13,559616047,6382897,0,0,1226191.0,1657.0,0.0
2022-07-14,560618414,6384973,0,0,829178.0,1696.0,0.0
2022-07-15,561620952,6387281,0,0,851472.0,1824.0,0.0
2022-07-16,562173955,6388365,0,0,513717.0,1012.0,0.0
2022-07-17,562633397,6389351,0,0,429958.0,932.0,0.0
2022-07-18,563831439,6391429,0,0,1032098.0,1647.0,0.0
2022-07-19,565376216,6394508,0,0,1432282.0,2451.0,0.0
2022-07-20,566978312,6397409,0,0,1389931.0,2042.0,0.0
2022-07-21,568132384,6399952,0,0,980806.0,2035.0,0.0
2022-07-22,569227683,6402812,0,0,965323.0,2315.0,0.0
2022-07-23,569864503,6404098,0,0,610425.0,1185.0,0.0
2022-07-24,570415594,6405130,0,0,527684.0,1001.0,0.0
2022-07-25,571389293,6407078,0,0,785933.0,1530.0,0.0
2022-07-26,572585953,6409994,0,0,1065904.0,2368.0,0.0
2022-07-27,574012578,6413344,0,0,1190563.0,2426.0,0.0
2022-07-28,575128711,6416107,0,0,941026.0,2343.0,0.0
2022-07-29,576504117,6419129,0,0,1217539.0,2418.0,0.0
2022-07-30,577080368,6420222,0,0,560221.0,1042.0,0.0
2022-07-31,577625125,6421137,0,0,531637.0,902.0,0.0
2022-08-01,578498343,6423572,0,0,705448.0,1874.0,0.0
2022-08-02,579688922,6426452,0,0,1100555.0,2369.0,0.0
2022-08-03,580844402,6429596,0,0,958612.0,2110.0,0.0
2022-08-04,582298582,6432770,0,0,1270203.0,2526.0,0.0
2022-08-05,583199914,6435720,0,0,796491.0,2274.0,0.0
2022-08-06,584378234,6437450,0,0,1163395.0,1657.0,0.0
2022-08-07,584876158,6438392,0,0,485286.0,910.0,0.0
2022-08-08,585692396,6440694,0,0,662160.0,1816.0,0.0
2022-08-09,586732633,6444254,0,0,942259.0,2922.0,0.0
2022-08-10,587759674,6446959,0,0,833798.0,1803.0,0.0
2022-08-11,588765149,6450165,0,0,845232.0,2629.0,0.0
2022-08-12,589518129,6452978,0,0,657630.0,2209.0,0.0
2022-08-13,590154693,6454462,0,0,552973.0,1399.0,0.0
2022-08-14,590615447,6455456,0,0,451023.0,978.0,0.0
2022-08-15,591470731,6457851,0,0,733792.0,1938.0,0.0
2022-08-16,592554038,6461287,0,0,992862.0,2920.0,0.0
2022-08-17,593544554,6464523,0,0,855990.0,2183.0,0.0
2022-08-18,594489315,6467505,0,0,798232.0,2350.0,0.0
2022-08-19,595290783,6470218,0,0,725126.0,2153.0,0.0
2022-08-20,595865209,6471409,0,0,563378.0,1116.0,0.0
2022-08-21,596349743,6472368,0,0,474744.0,933.0,0.0
2022-08-22,597060898,6474551,0,0,583136.0,1680.0,0.0
2022-08-23,597950050,6477479,0,0,791444.0,2314.0,0.0
2022-08-24,598834620,6480634,0,0,734892.0,2239.0,0.0
2022-08-25,599699624,6483590,0,0,727645.0,2326.0,0.0
2022-08-26,600402336,6486119,0,0,582606.0,1861.0,0.0
2022-08-27,600855064,6487330,0,0,440970.0,1140.0,0.0
2022-08-28,601261378,6488353,0,0,397810.0,1003.0,0.0
2022-08-29,601838575,6490366,0,0,471951.0,1539.0,0.0
2022-08-30,602586591,6492864,0,0,673954.0,2094.0,0.0
2022-08-31,603339724,6496232,0,0,601259.0,1891.0,0.0
2022-09-01,604017692,6498787,0,0,549880.0,1850.0,0.0
2022-09-02,604676384,6501501,0,0,594915.0,2266.0,0.0
2022-09-03,605053066,6502578,0,0,365356.0,1009.0,0.0
2022-09-04,605423456,6503688,0,0,362985.0,1096.0,0.0
2022-09-05,605881246,6505134,0,0,424275.0,1357.0,0.0
2022-09-06,606555095,6507449,0,0,562125.0,1719.0,0.0
2022-09-07,607171645,6509625,0,0,495389.0,1412.0,0.0
2022-09-08,607755603,6511864,0,0,478981.0,1550.0,0.0
2022-09-09,608281231,6514159,0,0,425446.0,1791.0,0.0
2022-09-10,608594463,6515102,0,0,303173.0,862.0,0.0
2022-09-11,608908756,6515888,0,0,305359.0,765.0,0.0
2022-09-12,609393840,6517401,0,0,416311.0,1065.0,0.0
2022-09-13,609942317,6519383,0,0,469654.0,1461.0,0.0
2022-09-14,610640342,6521713,0,0,596751.0,1400.0,0.0
2022-09-15,611251640,6524283,0,0,529434.0,1892.0,0.0
2022-09-16,611707536,6526292,0,0,400432.0,1607.0,0.0
2022-09-17,612002633,6527142,0,0,286618.0,791.0,0.0
2022-09-18,612257210,6527730,0,0,249131.0,564.0,0.0
2022-09-19,612674062,6529112,0,0,361679.0,996.0,0.0
2022-09-20,613227671,6530942,0,0,485542.0,1384.0,0.0
2022-09-21,613745849,6532999,0,0,421420.0,1105.0,0.0
2022-09-22,614365490,6535194,0,0,540411.0,1521.0,0.0
2022-09-23,614883551,6537022,0,0,435490.0,1435.0,0.0
2022-09-24,615148716,6537858,0,0,255559.0,754.0,0.0
2022-09-25,615371639,6538366,0,0,216229.0,490.0,0.0
2022-09-26,615794319,6539739,0,0,377636.0,1009.0,0.0
2022-09-27,616393857,6541341,0,0,539224.0,1151.0,0.0
2022-09-28,616943815,6543683,0,0,464815.0,1102.0,0.0
2022-09-29,617587948,6545969,0,0,561644.0,1587.0,0.0
2022-09-30,618060470,6547442,0,0,439522.0,1156.0,0.0
2022-10-01,618301528,6548112,0,0,233150.0,635.0,0.0
2022-10-02,618502237,6548678,0,0,194877.0,548.0,0.0
2022-10-03,618822100,6550041,0,0,278735.0,1073.0,0.0
2022-10-04,619422288,6551643,0,0,545535.0,1101.0,0.0
2022-10-05,620005293,6553830,0,0,512711.0,1168.0,0.0
2022-10-06,620645897,6555842,0,0,581446.0,1397.0,0.0
2022-10-07,621221122,6557641,0,0,517076.0,1397.0,0.0
2022-10-08,621440139,6558354,0,0,211298.0,662.0,0.0
2022-10-09,621659090,6558988,0,0,213352.0,622.0,0.0
2022-10-10,622112721,6560304,0,0,430765.0,1181.0,0.0
2022-10-11,622802927,6562215,0,0,629785.0,1303.0,0.0
2022-10-12,623353309,6564117,0,0,486828.0,1150.0,0.0
2022-10-13,624016201,6566222,0,0,600797.0,1528.0,0.0
2022-10-14,624494096,6567938,0,0,451456.0,1385.0,0.0
2022-10-15,624712184,6568715,0,0,212103.0,736.0,0.0
2022-10-16,624904354,6569262,0,0,185432.0,536.0,0.0
2022-10-17,625380849,6571022,0,0,438027.0,1427.0,0.0
2022-10-18,626009558,6572869,0,0,585430.0,1413.0,0.0
2022-10-19,626536517,6575111,0,0,467395.0,1539.0,0.0
2022-10-20,627131906,6577314,0,0,539567.0,1610.0,0.0
2022-10-21,627563118,6579316,0,0,385478.0,1423.0,0.0
2022-10-22,627745460,6579936,0,0,176936.0,597.0,0.0
2022-10-23,627906261,6580530,0,0,152321.0,583.0,0.0
2022-10-24,628292244,6581850,0,0,346781.0,1113.0,0.0
2022-10-25,628887192,6584030,0,0,551680.0,1750.0,0.0
2022-10-26,629354216,6586535,0,0,396886.0,1428.0,0.0
2022-10-27,629825086,6588661,0,0,412853.0,1555.0,0.0
2022-10-28,630188933,6590144,0,0,334134.0,1299.0,0.0
2022-10-29,630388043,6590815,0,0,190097.0,638.0,0.0
2022-10-30,630555356,6591418,0,0,163891.0,594.0,0.0
2022-10-31,630855667,6592639,0,0,255764.0,1093.0,0.0
2022-11-01,631257301,6595441,0,0,353186.0,2368.0,0.0
2022-11-02,631605630,6597027,0,0,275334.0,878.0,0.0
2022-11-03,632099238,6599372,0,0,424417.0,1708.0,0.0
2022-11-04,632543730,6601350,0,0,406230.0,1627.0,0.0
2022-11-05,632745055,6601963,0,0,196150.0,583.0,0.0
2022-11-06,632931698,6602507,0,0,178564.0,525.0,0.0
2022-11-07,633236290,6603651,0,0,264167.0,1011.0,0.0
2022-11-08,633687105,6604927,0,0,419825.0,1056.0,0.0
2022-11-09,634121129,6607042,0,0,337861.0,1217.0,0.0
2022-11-10,634581536,6609134,0,0,396136.0,1524.0,0.0
2022-11-11,635069911,6610842,0,0,475306.0,1652.0,0.0
2022-11-12,635312415,6611289,0,0,237266.0,442.0,0.0
2022-11-13,635495921,6611794,0,0,180880.0,492.0,0.0
2022-11-14,635842758,6613139,0,0,296854.0,1092.0,0.0
2022-11-15,636346506,6614527,0,0,444470.0,992.0,0.0
2022-11-16,636832819,6616833,0,0,402683.0,1516.0,0.0
2022-11-17,637312168,6618875,0,0,426524.0,1533.0,0.0
2022-11-18,637942895,6621234,0,0,575898.0,1854.0,0.0
2022-11-19,638190256,6621728,0,0,242400.0,471.0,0.0
2022-11-20,638412685,6622317,0,0,218509.0,570.0,0.0
2022-11-21,638754269,6623443,0,0,297436.0,919.0,0.0
2022-11-22,639328502,6625184,0,0,518546.0,1179.0,0.0
2022-11-23,639919268,6627291,0,0,479264.0,1156.0,0.0
2022-11-24,640339663,6628690,0,0,404160.0,1210.0,0.0
2022-11-25,641037850,6630892,0,0,677154.0,2050.0,0.0
2022-11-26,641308474,6631404,0,0,267366.0,498.0,0.0
2022-11-27,641571933,6631994,0,0,257559.0,577.0,0.0
2022-11-28,641977718,6633172,0,0,343993.0,884.0,0.0
2022-11-29,642708418,6634772,0,0,663750.0,1191.0,0.0
2022-11-30,643244202,6636401,0,0,424200.0,1077.0,0.0
2022-12-01,643950465,6638794,0,0,616850.0,1728.0,0.0
2022-12-02,644712057,6641139,0,0,698172.0,2037.0,0.0
2022-12-03,645011978,6641748,0,0,292821.0,580.0,0.0
2022-12-04,645269140,6642384,0,0,251654.0,625.0,0.0
2022-12-05,645774647,6643774,0,0,448008.0,1167.0,0.0
2022-12-06,646399180,6645516,0,0,530184.0,1149.0,0.0
2022-12-07,647032685,6647694,0,0,490104.0,1183.0,0.0
2022-12-08,647841837,6650703,0,0,711605.0,2127.0,0.0
2022-12-09,648512355,6652882,0,0,634496.0,1982.0,0.0
2022-12-10,648787112,6653491,0,0,267571.0,576.0,0.0
2022-12-11,649086429,6654152,0,0,292956.0,650.0,0.0
2022-12-12,649659515,6655818,0,0,513880.0,1441.0,0.0
2022-12-13,650438169,6657780,0,0,685857.0,1376.0,0.0
2022-12-14,651124451,6660233,0,0,539567.0,1584.0,0.0
2022-12-15,651875660,6663038,0,0,640980.0,2006.0,0.0
2022-12-16,652608184,6665736,0,0,677996.0,2276.0,0.0
2022-12-17,652908926,6666547,0,0,293734.0,785.0,0.0
2022-12-18,653192863,6667338,0,0,277924.0,770.0,0.0
2022-12-19,653779710,6669159,0,0,526421.0,1540.0,0.0
2022-12-20,654488644,6671373,0,0,627720.0,1631.0,0.0
